headline,abstract,timebegin,timeend,placename,tags,imageurl,storyurl
Gipsy Kings,"The Gipsy Kings are largely responsible for bringing the joyful sounds of progressive pop-oriented flamenco, called Sevillana in Spain, to the world. The band started out in Arles, a village in southern France, during the '70s when brothers Nicolas and Andre Reyes, the sons of renowned flamenco artist Jose Reyes, teamed up with their cousins Jacques, Maurice and Tonino Baliardo, whose father is Manitas de Plata. They originally called themselves Los Reyes and started out as a gypsy band traveling about playing weddings, festivals, and in the streets. Because they lived so much like gypsies, the band adopted the name the Gipsy Kings. Later, they were hired to add color to posh parties in St. Tropez. Popularity did not come to Los Reyes right away and their first two albums attracted little notice. At this point the Gipsies played traditional, albeit passionate flamenco music punctuated by Tonino's precise guitar playing and Nicolas' exceptional voice. Though they had devoted fans, they still had yet to gain wider recognition until 1986 when they hooked up with visionary producer Claude Martinez who could see that the Kings had the makings of a world-class band. ",1979,,"Arles, France","New Age, Ethnic Fusion, International, Contemporary Flamenco, Western European Traditions, Spanish Folk, Worldbeat",http://image.allmusic.com/00/amg/pic200/drp100/p192/p19274sf2uk.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kifixqw5ldje~T1
Idjah Hadidjah,"Idjah Hadidjah is the gorgeous voice of Gugum's' Jugala group, an outstanding female singer from a whole generation who avoided Western and Indian influences in favor of a distinctive regional sound. ",,,,"Balinese, Indonesian Traditions, Jaipongan",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fifoxqw5ldje
Ofra Haza,"Long one of Israel's most popular singers, Ofra Haza broke through to international recognition during the mid-'80s when her traditional music found favor on the U.K. club circuit, its success leading to a series of unlikely pop projects. Born in Tel Aviv on November 19, 1959, Haza was the daughter of Yemenite parents forced to flee from their native country's Muslim regime; at the age of 12 she joined the renowned Hatikva theatrical troupe, and with the group cut a number of award-winning records before serving a compulsory two-year tour of duty in the Israeli army. Upon her discharge, in 1979 she mounted a solo career, becoming a star not only at home but also in neighboring Arab nations; in 1983, her recording of ""Chai!"" placed second in the annual Eurovision Song Contest.","November 19, 1957","February 23, 2000","Hatikva, Tel-Aviv, Israel","International, Worldbeat, Jewish Music, Club/Dance, Electronic, Middle Eastern Pop, Middle Eastern Traditions, Israeli, Yemenite",http://image.allmusic.com/00/amg/pic200/drp100/p134/p13483kmfgp.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kifoxqw5ldje~T1
Kali,"Kali began his professional music career in what many consider to have been Martinique's finest reggae band, SixiËme Continent, which hit big with a 12-inch single called ""Reggae Dom-Tom."" In the late '80s Kali picked up a century-old family heirloom, a banjo, and began exploring roots music of a different nature -- music of the Martiniquan capital St. Pierre that was destroyed at the beginning of the century by the eruption of Mount PelÈe. He can often be heard contributing his banjo to zouk and traditional projects alike, from recordings by Pier Rosier and Ze Top to Max Ransay and the latest by Malavoi.",,,,"International, Beguine Moderne, Beguine, Caribbean Traditions, Martinique, Folklore",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0ifpxqw5ldke
Kanda Bongo Man,"Soukous, the dance music of Zaire, was updated by Paris-based vocalist and bandleader Konda Bongo Man. With his high tenor vocals alternating between lyrics in Lingala and French, Bongo Man and his band, which has included influential guitarists Diblo Dibala in the 1980s and Rigo Star in the 1990s, has sparked dancing in audiences around the globe. The New York Times wrote, ""Zairean soukous is a lilting, rippling, dance groove that seems to smile from every register, with melody and rhythm inseparable. Kanda Bongo Man himself sings melodies that curl through the patterns like vines on a trellis."" Option magazine took a similar view, writing, ""Kanda Bongo Man sure knows how to have fun. This is some of the most joyous music I've ever heard, heavy on both melody and rhythm."" While rooted in the soukous tradition, Bongo Man has incorporated an eclectic range of influences. M. Doughty of alt-rock band Soul Coughing explained, ""You can infer all sorts of stuff in that loping beat and those guitars soaked in digital delay: flamenco, surf music, the wacked-out chops of a master oud player, steel guitar of the Hawaiian and Nashvillian varieties. The combined effect feels something like a distillation of sunshine and spring's bloom rhythm.""",1955,,"Inongo, Zaire","Soukous, Afro-Pop, Central African, African Traditions, World Fusion, Jazz",http://image.allmusic.com/00/amg/pic200/drp500/p515/p51569azrvb.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:3cfrxqy5ldte~T1
Cheb Khaled,"Khaled is the poster boy for the modern form of Algerian desert blues known as RaÔ. Certainly he's been its most successful modern exponent, the first to find success on the international stage. Born Khalidu Hajji Brahim in Oran, the traditional center of RaÔ, he was attracted to music from an early age, especially to RaÔ, which was seen at the time of the music of outcasts, drunks, and prostitutes, although he also loved James Brown and the Beatles. He taught himself to play guitar, bass, harmonica, and accordion, releasing his debut disc, ""Trigh Lycee,"" when he was just 14. Leaving home, he began on the peripatetic life of the musician, performing frequently at clubs, parties, and weddings (the only places where RaÔ was seen as an ""acceptable"" form of entertainment). It was in the early '80s that Cheb (meaning ""young"") Khaled's fortunes changed, when he met up with producer Rachid Baba Ahmed, who was revolutionizing the RaÔ form by introducing Western electric instruments and studio techniques. Together, they changed the face of the music. Khaled was the right voice at the right time and the addition of drum machines, synthesizers, and guitars took the music to a new generation, even though much of it continued to be censored by the Algerian government, which considered the style subversive. A number of those early tracks can be found on Le Meilleur de Cheb Khaled on Blue Silver.
","February 29, 1960",,"Sidi-El-Houri, Algeria","Rai, North African, African Traditions, Middle Eastern Traditions, Arabic",http://image.allmusic.com/00/amg/pic200/drp000/p092/p09251agdkv.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gifqxqw5ldke~T1
Ali Akbar Khan,"The son of influential Hindustani musician Allaudin Khan, Ali Akbar Khan was one of the Eastern world's greatest musicians. A master of the sarod, a 25-stringed, lute-like, Indian instrument, Khan brought the Northern Indian classical music to the international stage. A five-time Grammy nominee, Khan was called, by Yehudi Menuhin, ""an absolute genius, the greatest musician in the world."" Tracing his ancestral roots to Mian Tansen, a 16th century musician in the court of Emperor Akbar, Khan began studying music at the age of three. Initially studying vocal music with his father, he studied drums with his uncle, Fakir Aftabuddin. Although he tried playing a wide variety of instruments, he felt most comfortable on the sarod. Training and practicing 18 hours a day, he slowly mastered the instrument. In 1936, he made his public debut during a concert in Allahabad. In the early '40s, Khan became a court musician for the Maharaja of Judhpur. He soon acquired the title ""Ustad"" (master musician).","April 14, 1922",,"Shivpur, Bangladesh","Indian Classical, Raga, World Fusion, Jazz, Bangladeshi, Indian, Indian Subcontinent Traditions",http://image.allmusic.com/00/amg/pic200/drp200/p295/p29566lrgtv.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fjfexqw5ldse~T1
Nusrat Fateh Ali Khan,"Without doubt the most important qawwal is Nusrat Fateh Ali Khan & Party -- ""Party"" is a generic term for a qawwali ensemble but is also used in Sikhism and to describe some classical music ensembles, for example, shehnai maestro Bismillah Khan & Party. Dubbed Shahen-Shah-e-Qawwali (the Brightest Star in Qawwali), he was born on October 13, 1948, in Lyallpur in the Punjab Province of Pakistan. He made his first recording in 1973 in Pakistan and a number of early EMI (Pakistan) albums jointly billed him with his uncle Mubarak Ali Khan. Since these mainly cassette albums were invariably undated and numerous, it is difficult to place them in any more accurate chronological sequence than catalog-number order. Between 1973 and 1993 his recorded output could only be described as prodigious, with more than 50 album releases to his name on numerous Pakistani, British, American, European and Japanese labels. Heavily over-recorded, blighted with a rash of poppy remix albums or albums with Westernized instrumentation or arrangements, his recorded work is a mire to suck in the uninitiated and their money. Converts, however, do not escape scot-free. Although some releases hint at their nature with coded titles such as Volume 4 Punjabi (Oriental Star CD SR013) from 1990 or Ghazals Urdu (Oriental Star CD SR055) from 1992, the chosen language and style is frequently a matter of conjecture or uncertainty. While the Western market is saturated with his work, the Indian market is supersaturated, and his recorded output is in danger of overwhelming any sense of taste.","October 13, 1948","August 16, 1997","Lyallpur, Pakistan","Qawwali, Indian Subcontinent Traditions",http://image.allmusic.com/00/amg/pic200/drp500/p522/p52219cecym.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:hifqxqw5ldke~T1
Ramnad Krishnan,"The Carnatic style is primarily a showcase for vocalists, who must present long composed pieces in addition to intense and demanding improvisations. Ramnad Krishnan began studying at the age of six and, after achieving celebrity status in both South and North India, went on to teach at Wesleyan University in Connecticut. ",,,,"Raga, Indian Classical, Indian Subcontinent Traditions, Indian, Carnatic",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:difwxqw5ldke
Umm Kulthum,"The reception accorded the death of Umm Kulthum showed how powerful and beloved the Egyptian vocalist had become. With the streets of Cairo lined by several million mourners, Kulthum's fans took her body from the shoulders of of the official pallbearers and passed her from person to person for the three-hour-long journey to the mosque of al-Sayyid Husayn. This sign of affection and respect was the culmination of a career that had begun nearly six decades before. In an article for Harvard Magazine, Virginia Danielson, author of The Voice of Egypt: Umm Kulthum, Arabic Song and Egyptian Society in the Twentieth Century, wrote, ""Imagine a singer with the virtuosity of Joan Sutherland or Ella Fitzgerald, the public persona of Eleanor Roosevelt and the audience of Elvis and you have Umm Kulthum, the most accomplished singer of her century in the Arab world"". ",1904,"January 21, 1975","Tammy al-Zahayrah, Egypt","Middle Eastern Pop, Middle Eastern Traditions, Traditional Middle Eastern Folk",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gifwxqw5ldke~T1
